1	21019	4036	0.192017
2	20665	2183	0.105638
3	20362	1404	0.068952
4	20200	966	0.0478218
5	19902	747	0.0375339
6	19664	539	0.0274105
7	19413	416	0.0214289
8	19478	343	0.0176096
9	19258	317	0.0164607
10	19048	260	0.0136497
11	18798	206	0.0109586
12	18626	155	0.0083217
13	18577	115	0.00619045
14	18531	90	0.00485673
15	18481	68	0.00367945
